0,14.1340722036,22.180447734
1,14.1542551468,25.5623159871
2,14.1528233558,24.4547859678
3,14.1545574412,25.9211303946
4,14.1839052646,23.800251316
5,14.1427749569,27.6038767686
6,14.1382301517,23.6367421835
7,14.1210215321,21.6397369673
8,14.140891041,24.3240143167
9,14.1390261343,25.2690532773
10,14.143204154,22.9125270934
11,14.1510576267,24.0989151112
12,14.132035796,25.5483062292
13,14.1563451857,25.3572447447
14,14.16266155,22.9961741993
15,14.1505761054,22.7958338627
16,14.1578121819,27.245291986
17,14.143181034,26.7223632744
18,14.1570469419,23.7537125842
19,14.1746279539,23.7439797588
20,14.1298292461,21.0329029371
21,14.1714789765,22.1986752699
22,14.1511323549,22.566182706
23,14.1820060797,23.6386457602
24,14.1526591605,23.9533974836
25,14.1478270471,24.5102858244
26,14.1423291598,24.5434659508
27,14.1327957423,25.1286933758
28,14.1236269477,27.887439392
29,14.1347889481,19.29016459
30,14.140159021,25.6977360647
31,14.1577335917,19.7992782838
32,14.1356978421,22.4654526079
33,14.1910371502,22.7536323094
34,14.1467119905,27.5503263102
35,14.1507988426,24.013614328
36,14.1706999549,25.1499268574
37,14.1549829721,24.7803583412
38,14.1508959378,24.8064512432
39,14.1721579643,26.9577709549
40,14.1182448324,24.7373211589
41,14.1559254289,23.3315640341
42,14.1562200974,24.6162929084
43,14.155968518,24.6407022137
44,14.1444473099,22.3288835695
45,14.1452913787,27.9637838466
46,14.1613776836,21.6585059634
47,14.1425255764,22.790434792
48,14.1978481591,24.3066727791
49,14.1563644081,27.4990722026
50,14.1601075927,23.3140238669
51,14.1654477822,22.6922847583
52,14.1499012651,27.6359733767
53,14.1708645455,26.8742764915
54,14.1212437771,24.521011326
55,14.1567627115,23.2490437006
56,14.1599680974,20.0670427124
57,14.1607862689,24.2808442959
58,14.1667190265,27.1907540137
59,14.1466086454,26.3967294075
60,14.1560211674,26.5866869083
61,14.1586526299,25.1284526343
62,14.1773131448,26.8377983289
63,14.1697713139,22.0106629602
64,14.156721505,23.5027323206
65,14.1485500082,24.7510632824
66,14.1594778935,29.1018340174
67,14.1359618456,20.4364083376
68,14.1437684392,21.4985725425
69,14.1591838631,25.0370978759
70,14.1741422725,25.7976513837
71,14.1557406128,23.1242359423
72,14.1320637373,23.7983534808
73,14.1371286581,23.6947925329
74,14.1382005388,22.9141905797
75,14.157058042,25.8925124588
76,14.1525079505,21.8831773686
77,14.1524853051,25.3919197938
78,14.1735039134,26.6191815493
79,14.145705354,25.8425562192
80,14.1211151293,28.376335051
81,14.15798005,24.6470438365
82,14.1453226018,20.9349148882
83,14.1579364004,20.2210799813
84,14.1459037495,23.3451331795
85,14.1313582606,22.7280359311
86,14.1478450737,23.8716113888
87,14.1578932495,25.198838415
88,14.1280198051,23.9794079665
89,14.1559780136,22.8160274631
90,14.1769002621,25.5125004104
91,14.1569329526,24.0897503732
92,14.1511246636,26.0370362622
93,14.1391691849,23.5781153609
94,14.1725487699,23.5593191377
95,14.1546272319,20.4613049462
96,14.1469314303,24.2166899299
97,14.1158088401,23.710581789
98,14.1584669574,24.0746578591
99,14.1752194161,23.0072791929
